PHÂN LOẠI VIDEO,THÔNG TIN TRÍCH XUẤT THEO LOẠI,THÔNG TIN CHUNG,row_index,THÔNG TIN TRÍCH XUẤT,phan_loai_video,thong_tin_theo_loai,thong_tin_chung,loại_video,thông_tin_loại,thông_tin_chung,thong_tin_video,REVIEW ĐỒ ĂN,NẤU ĂN,MUKBANG,KHÁC,thông_tin_chi_tiet,thong_tin_trich_xuat,thong_tin_review_do_an,thong_tin_loai,error,PHAN_LOAI_VIDEO,THONG_TIN_THEO_LOAI,THONG_TIN_CHUNG,THÔNG TIN BỔ SUNG,thong_tin_khac,video_type,category_info,general_info,PHÂN LOẠI VIDEO (dự phòng - nội dung chính khác với phân loại),THÔNG TIN TRÍCH XUẤT THEO LOẠI (dự phòng - nội dung chính khác với phân loại),THÔNG TIN KHÁC,loai_video,OUTPUT_FORMAT,Lý do phân loại Review đồ ăn,Lý do chọn 'ngoài đường' làm địa điểm,Lưu ý về 'tên_quán',review_info,nau_an_info,mukbang_info,khac_info,THONG_TIN_TRICH_XUAT,Phân loại video,Thông tin trích xuất,Thông tin chung,thông_tin_trích_xuất,message,extracted_info,common_info,phân_loại_video,thông_tin_theo_loại,phan_tich_them,thong_tin_nau_an,thong_tin_mukbang,thong_tin,LƯU Ý,thông_tin_chi_tiết,ghi_chu,1. PHÂN LOẠI VIDEO,2. THÔNG TIN TRÍCH XUẤT THEO LOẠI,3. THÔNG TIN CHUNG
,,,1035,,Review đồ ăn,"{'mon_chinh': ['Combo đồ ăn vặt 160.000', 'Chè thập cẩm', 'Chè xoan', 'Nem chua dán truyền thống', 'Khoai lang kén', 'Bánh gà', 'Chân gà sốt thái'], 'dia_diem': 'Ngõ 172 Nguyễn Tuân', 'danh_gia': 'tích cực'}","{'gia_ca': '160.000 VNĐ (combo 8 món)', 'ten_quan': 'Chè xoan', 'gio_hoat_dong': None, 'so_nguoi': '2-4 người (combo phù hợp 4 người)'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'mì cay nước dừa', 'món_phụ': [], 'nguyên_liệu': ['nước dừa', 'mì cay', 'tôm', 'xúc xích', 'bắp cải tím', 'kim chi', 'nấm kim châm', 'muối ớt đỏ'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'tôm sốt trái thơm', 'món_phụ': None, 'nguyên_liệu': ['tôm sú', 'tiêu', 'sốt mayo', 'lòng trắng trứng', 'tương ớt chinsu', 'bột chiên giòn', 'bột bắp', 'dầu ăn', 'tương ớt (cho sốt)', 'trái thơm (để trang trí)', 'tương ớt sriracha (ăn kèm)'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '30.000 (trái thơm)', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['bánh tráng hũ Mimi Food', 'bánh tráng hũ Cô Bé', 'bánh tráng cuốn'], 'địa_điểm': ['trên mạng', 'ngoài đời'], 'đánh_giá': 'tích cực (cho Mimi Food), trung lập (cho Cô Bé)'}}","{'giá_cả': ['300 cành (bánh tráng hũ Mimi Food)', '90 cành (bánh tráng hũ Cô Bé)'], 'tên_quán': ['Mimi Food', 'Cô Bé hũ', 'Vân Nguyễn (đề cập nhưng không review)'], 'giờ_hoạt_động': [], 'số_người': []}",1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukbang,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1040,"{'MUKBANG': {'món_chính': 'xúc xích phô mai thái lan', 'số_người': None, 'đánh_giá': 'tích cực'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Tình yêu và cuộc sống', 'từ_khóa': ['mơ hồ', 'thành công', 'ước mơ', 'tình yêu', 'chơi vơi'], 'tóm_tắt': 'Đoạn transcript thể hiện tâm trạng mơ hồ về tương lai, ước mơ thành công và tình yêu, đồng thời diễn tả cảm xúc chơi vơi và những khó khăn trong cuộc sống.'}}",{},1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['gà rán'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,{},1044,"{'loại_video': 'KHÁC', 'thông_tin': {'chủ_đề': 'Triết lý cuộc sống, thời gian', 'từ_khóa': ['xoay vòng', 'không thể tin', 'gặp lại', 'thời gian', 'thế gian'], 'tóm_tắt': 'Transcript thể hiện sự suy tư về vòng tuần hoàn của cuộc sống, sự gặp gỡ và tồn tại trong thế gian dù thời gian trôi đi.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,{},1045,"{'KHÁC': {'chủ_đề': 'Tình yêu tan vỡ', 'từ_khóa': ['chia cắt', 'tan vỡ', 'đau thương', 'kết thúc', 'tình yêu'], 'tóm_tắt': 'Đoạn transcript mô tả một cuộc chia tay đau khổ, trong đó một người cảm thấy bị bỏ rơi, tan nát trái tim và quyết định kết thúc mối quan hệ để bước sang trang mới.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['cua da mỏng hấp'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1047,"{'KHÁC': {'chủ_đề': 'ước mơ được bạn thân giàu có', 'từ_khóa': ['bạn thân', 'triệu phú ẩn danh', 'nhà', 'xe hơi', 'giàu sang'], 'tóm_tắt': 'Người nói bày tỏ ước mơ bạn thân là triệu phú bí mật và mong muốn được bạn thân tiết lộ sự giàu có, mua nhà, xe và chu cấp cho cuộc sống nhung lụa.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'trứng ngâm tương', 'món_phụ': [], 'nguyên_liệu': ['trứng gà', 'trứng cút', 'nước tương', 'hành tây', 'tỏi', 'hành tím', 'mè rang'], 'đánh_giá': 'tích cực'}}","{'giá_cả': 'trứng gà trứng vịt 2 3.000 một cái', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': '25 cành/món', 'tên_quán': 'Sài Gòn Chuẩn Vị', 'giờ_hoạt_động': None, 'số_người': 1}",1050,"{'REVIEW ĐỒ ĂN': {'món_chính': ['trà trái cây', 'trà ổi', 'trà dưa lưới', 'trà mãng cầu', 'trà artichoke đỏ', 'trà thơm chanh dây', 'trà dâu tằm'], 'địa_điểm': 'Biên Hòa', 'đánh_giá': 'tích cực'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Ước mơ được bạn thân triệu phú nuôi', 'từ_khóa': ['bạn thân', 'triệu phú ẩn danh', 'giàu sang', 'nuôi', 'chân thành'], 'tóm_tắt': ""Người nói bày tỏ mong ước bạn thân là triệu phú ẩn danh, muốn được bạn thân công khai sự giàu có và 'nuôi' mình, đồng thời khẳng định tình bạn chân thành của mình.""}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1053,"{'NẤU ĂN': {'món_chính': 'ốc nướng tiêu xanh', 'món_phụ': 'mắm xả', 'nguyên_liệu': ['ốc', 'tiêu xanh', 'xả', 'nước mắm đại nhất', 'ớt', 'tỏi', 'bột ngọt', 'đường', 'dầu hào', 'tương ớt', 'nước ấm'], 'đánh_giá': 'tích cực'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['hột vịt lộn hầm nhân sâm', 'gà hầm', 'bào ngư', 'súp hột cẩm', 'mì gà ác', 'trứng non', 'tủy heo', 'ngọc kê', 'gân bò'], 'địa_điểm': ['quận tư', 'đường đào duy từ'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '15.000đ - 100.000đ, hột vịt lộn hầm nhân sâm 95.000đ', 'tên_quán': 'đại bổ quán', 'giờ_hoạt_động': None, 'số_người': None}",1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'tình yêu tan vỡ', 'từ_khóa': ['buồn', 'chia tay', 'khóc', 'cơ hội', 'bỏ rơi'], 'tóm_tắt': 'Bài hát thể hiện tâm trạng đau khổ và níu kéo trong tình yêu tan vỡ, dù cố tỏ ra mạnh mẽ ban đầu.'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'canh trứng cà chua', 'món_phụ': [], 'nguyên_liệu': ['cà chua', 'trứng', 'muối', 'hạt nêm', 'bột năng', 'ngò', 'hành lá', 'tôm khô', 'tiêu', 'dầu mè', 'dầu ăn'], 'đánh_giá': 'tích cực'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1057,"{'KHÁC': {'chủ_đề': 'Trò chuyện mua đồ ăn đường phố', 'từ_khóa': ['đồ ăn đường phố', 'trò chuyện', 'kỷ niệm', 'cô bán hàng', 'thời gian'], 'tóm_tắt': 'Đoạn transcript ghi lại cuộc trò chuyện giữa người mua và người bán hàng về đồ ăn (cháo, trà, cacao), kèm theo những câu chuyện và cảm xúc cá nhân, không thuộc các thể loại review, nấu ăn hay mukbang.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Tình yêu chia ly', 'từ_khóa': ['chia ly', 'tình yêu', 'xa nhau', 'lừa nhau', 'mong chờ'], 'tóm_tắt': 'Đoạn transcript thể hiện tâm trạng buồn bã, chia ly trong tình yêu, với những lời hứa không thành và sự xa cách giữa hai người.'}}",{},1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['táo đỏ'], 'địa_điểm': [], 'đánh_giá': 'tiêu cực'}}","{'giá_cả': '208.000đ 1 ký', 'tên_quán': 'Tôn Bằng (người bán)', 'giờ_hoạt_động': [], 'số_người': []}",1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': 'hơn 800 cá cho 9 cái xúc xích', 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': 1}",1060,"{'REVIEW ĐỒ ĂN': {'món_chính': ['xúc xích phô mai của thái lan'], 'địa_điểm': None, 'đánh_giá': 'tiêu cực'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'sò dương hấp muối', 'món_phụ': 'nước chấm thần thánh', 'nguyên_liệu': ['sò dương', 'muối (ẩn)'], 'đánh_giá': 'tích cực'}}","{'giá_cả': '380 cành (cho 4-6 con sò dương/kg)', 'tên_quán': 'chị thấy nhà biển', 'giờ_hoạt_động': None, 'số_người': None}",1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['đùi gà'], 'địa_điểm': [], 'đánh_giá': 'trung lập'}}","{'giá_cả': [], 'tên_quán': ['bà tuyết'], 'giờ_hoạt_động': [], 'số_người': [1]}",1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,,{},1063,"{'KHÁC': {'chủ_đề': 'vị cay của ớt', 'từ_khóa': ['ớt', 'cay', 'vị cay'], 'tóm_tắt': 'Người nói ăn ớt và cảm thấy rất cay.'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['trái cây lạ', 'xí quách'], 'địa_điểm': ['nhà của người nhật', 'chợ'], 'đánh_giá': ['tiêu cực (trái cây lạ - chua, chát, không ăn được)', 'tích cực (xí quách - ngon, mềm, giòn, sần sực)']}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['xúc xích phô mai', 'da gà tảng khổng lồ thái lan'], 'địa_điểm': ['Sài Gòn', 'Nguyễn Trãi'], 'đánh_giá': 'tích cực'}}","{'giá_cả': ['xúc xích phô mai (2 cây): 35.000đ'], 'tên_quán': 'Ăn vặt 633 Nguyễn Trãi', 'giờ_hoạt_động': None, 'số_người': None}",1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['mì cay thập cẩm cấp độ bảy', 'mì lẩu thái sụn cấp bảy', 'mì cấp một', 'mì kim chi', 'mì lẩu thái'], 'địa_điểm': '114 lạch tray', 'đánh_giá': 'trung lập'}}","{'tên_quán': 'mì cay seoul', 'số_người': '2'}",1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'tôm hùm hấp muối', 'món_phụ': [], 'nguyên_liệu': ['tôm hùm', 'muối ớt đỏ', 'muối ớt xanh'], 'đánh_giá': 'tích cực'}}","{'giá_cả': 'Không đề cập', 'tên_quán': 'Không đề cập', 'giờ_hoạt_động': 'Không đề cập', 'số_người': 'Không đề cập'}",1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,,"{'giá_cả': {'xúc xích phô mai thái lan': '35 cành/2 cây (17.5 cành/cây)', 'trà chanh': '30 cành/ly (5 điểm trà chanh)'}, 'tên_quán': 'ông minh luật', 'giờ_hoạt_động': [], 'số_người': '1'}",1068,"{'REVIEW ĐỒ ĂN': {'món_chính': ['xúc xích phô mai thái lan', 'trà chanh', 'trà xoài chanh dây', 'trà cóc'], 'địa_điểm': [], 'đánh_giá': {'xúc xích phô mai thái lan': 'tiêu cực (mặn, ít phô mai, không giống thái lan)', 'trà chanh': 'tích cực (rẻ, ok)', 'trà xoài chanh dây': 'tích cực (ngon, thơm, rẻ, bự, vừa vị, trái cây rõ)', 'trà cóc': 'tích cực (ngon, tươi, mát, rẻ, nhiều trái cây)'}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1069,,Review đồ ăn,"{'review_do_an': {'mon_chinh': ['cua', 'tôm càng', 'ghẹ', 'nghêu', 'ốc', 'hào', 'sò huyết', 'món nấu sẵn', 'lẩu', 'tráng miệng', 'bánh dân giả', 'trái cây', 'kem tươi', 'nước ngọt', 'nước sâm'], 'dia_diem': ['búp phê đại dương'], 'danh_gia': 'tích cực'}}","{'gia_ca': ['270 cành', 'thêm 20 cành cuối tuần'], 'ten_quan': 'búp phê đại dương', 'gio_hoat_dong': None, 'so_nguoi': None}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['sườn bò sốt tiêu đen'], 'địa_điểm': ['anh Nam'], 'đánh_giá': 'tích cực'}}","{'tên_quán': 'anh Nam', 'số_người': '2'}",1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['xúc xích Hà Lan'], 'địa_điểm': ['không xác định'], 'đánh_giá': ['trung lập']}}","{'giá_cả': ['25000 VNĐ / 3 cây'], 'tên_quán': ['không xác định'], 'giờ_hoạt_động': ['không xác định'], 'số_người': ['2']}",1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['cua nâu island'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': ['gần 900.000đ một kg'], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': ['3']}",1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Bài hát tình yêu', 'từ_khóa': ['tình yêu', 'đợi chờ', 'mình em', 'xin chết', 'tần tư'], 'tóm_tắt': 'Bài hát thể hiện tình yêu sâu đậm và sự si tình của chàng trai dành cho cô gái. Chàng trai khẳng định trong lòng chỉ có mình cô gái, sẵn sàng chờ đợi và làm mọi thứ vì cô, thậm chí nguyện chết để chứng minh tình yêu.'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['thịt kho cô Tư', 'giò heo'], 'địa_điểm': ['quán thịt kho cô Tư'], 'đánh_giá': ['**Thịt kho cô Tư:**\n- **Số lượng:** Nhiều thịt hơn so với review trước, 5-6 cục thịt, 5 trứng.\n- **Chất lượng:**\n    - **Thịt:** Khô, cứng, không mềm, giống thịt phơi nắng, mỡ giòn nhưng có mùi heo.\n    - **Nước dùng:** Mặn.\n    - **Trứng:** Kho rịu quá nên vỏ cứng như silicon, không thích trứng quá rịu.\n    - **Măng:** Mùi măng thúi/thủm thủm đặc trưng, ban đầu khó ngửi nhưng ăn quen thấy ngon, vị chua.\n- **Tổng quan:** Không quá ấn tượng với thịt kho hột vịt, bề ngoài bắt mắt, mùi chuẩn thịt kho nhưng chất lượng không như mong đợi, giá 160 cành với phần này thì ok.\n\n**Giò heo:**\n- **Đánh giá:** Tích cực, 8 điểm.\n- **Mô tả:** Cay cay, mặn vừa phải, ngọt vị măng, mềm rịu, vị ớt thơm, chua nhẹ của măng, hăng mùi măng (ban đầu không thơm lắm nhưng ăn càng thấy thơm), nước dùng ngọt vị măng, chua cay.']}}","{'giá_cả': ['160 cành/phần thịt kho cô Tư'], 'tên_quán': ['thịt kho cô Tư'], 'giờ_hoạt_động': [], 'số_người': []}",1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Tình yêu tan vỡ', 'từ_khóa': ['nghiệt ngã', 'cay đắng', 'than vãn', 'phớt lờ', 'sang trang mới'], 'tóm_tắt': 'Bài thơ diễn tả sự đau khổ và thất vọng trong một mối quan hệ tình yêu, với mong muốn tìm kiếm một khởi đầu mới.'}}",{},1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1076,,Review đồ ăn,"{'review_do_an': {'mon_chinh': ['mì somen (vùng nara)', 'gà nướng sốt teriyaki (vùng miyazaki)', 'heo tẩm bột chiên xù (vùng tokyo)', 'set bảy món (bao gồm món chính, salad cà chua hokkaido, súp miso rong biển, cơm/bánh mì, đồ chua, banacota tráng miệng, trà/cà phê refill)'], 'dia_diem': 'Landmark 81, Tầng 67, Thành phố Hồ Chí Minh', 'danh_gia': 'tích cực'}}","{'gia_ca': '250,000 VND/set (set ăn trưa Washoku Sky Lunch 7 món), khuyến mãi ăn 3 tính tiền 2', 'ten_quan': 'Nhà hàng Thiên Cư', 'gio_hoat_dong': 'không đề cập', 'so_nguoi': 'không đề cập cụ thể, khuyến khích đi nhóm 3 người để tận dụng ưu đãi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['thịt nướng'], 'địa_điểm': ['đối diện trường marie curie'], 'đánh_giá': 'tích cực'}}","{'giá_cả': 'not specified', 'tên_quán': 'quán thịt nướng của anh phong', 'giờ_hoạt_động': 'chiều', 'số_người': 'not specified'}",1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukbang,"{'MUKBANG': {'món_chính': ['trứng gà sốt thái', 'trứng non sốt thái'], 'số_người': 'không đề cập rõ', 'đánh_giá': 'tích cực'}}","{'giá_cả': 'không đề cập', 'tên_quán': 'không đề cập', 'giờ_hoạt_động': 'không đề cập', 'số_người': 'không đề cập rõ'}",1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'miếng chảo', 'món_phụ': [], 'nguyên_liệu': ['tỏi', 'tôm', 'hạt nêm', 'tiêu', 'bột bắp', 'thịt bò ba chỉ', 'cải thảo', 'muối', 'hạt nêm', 'đường', 'dầu hào', 'sa tế ớt', 'nước'], 'đánh_giá': 'tích cực'}}",{},1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,"{'NẤU ĂN': {'món_chính': 'topoki', 'món_phụ': None, 'nguyên_liệu': None, 'đánh_giá': 'trung lập'}}","{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nấu ăn,,"{'giá_cả': None, 'tên_quán': None, 'giờ_hoạt_động': None, 'số_người': None}",1081,"{'NẤU ĂN': {'món_chính': 'ba chỉ chiên mắm tỏi', 'món_phụ': 'rau muống trộn nước mắm chua ngọt', 'nguyên_liệu': ['thịt ba rọi rút xương', 'bột bắp', 'tỏi', 'ớt', 'nước mắm', 'đường', 'nước cốt chanh', 'rau muống'], 'đánh_giá': 'tích cực'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Chúc mừng năm mới', 'từ_khóa': ['năm mới', 'quê hương', 'gia đình', 'ước nguyện', 'tết'], 'tóm_tắt': 'Đoạn transcript là một bài hát hoặc lời chúc mừng năm mới, thể hiện tâm trạng nhớ nhà, mong muốn năm mới an lành và phát tài.'}}",{},1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Unboxing quà Tết Brushy', 'từ_khóa': ['Brushy', 'quà Tết', 'unboxing', 'xe quà', 'sản phẩm chăm sóc răng miệng'], 'tóm_tắt': 'Video unbox hộp quà Tết hình xe hơi từ nhãn hàng Brushy, bên trong gồm các sản phẩm chăm sóc răng miệng và quà tặng khác liên quan đến Tết. Người nói thể hiện sự vui thích và giới thiệu các sản phẩm.'}}","{'giá_cả': 'Xe quà trị giá 3 triệu đồng, các sản phẩm bên trong có giá trị lời so với giá xe. Nhãn hàng đang có ưu đãi giá tốt nhất trong 5 năm.', 'tên_quán': 'Brushy', 'giờ_hoạt_động': None, 'số_người': 1}",1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1084,,,,,,,,,,,,,,,,,Không có transcript trong file để phân tích.,,,,,,,,,,,,,,,,,,,,,,,,,,Vui lòng cung cấp transcript video để tôi có thể phân tích và trích xuất thông tin theo yêu cầu.,,,,,,,,,,,,,,
Review đồ ăn,"{'REVIEW ĐỒ ĂN': {'món_chính': ['Lay vị tảo biển nori'], 'địa_điểm': [], 'đánh_giá': 'tích cực'}}","{'giá_cả': [], 'tên_quán': [], 'giờ_hoạt_động': [], 'số_người': []}",1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khác,"{'KHÁC': {'chủ_đề': 'Tình yêu và nỗi nhớ nhà dịp năm mới', 'từ_khóa': ['năm mới', 'gia đình', 'quê hương', 'tình yêu', 'kết hôn'], 'tóm_tắt': 'Bài hát thể hiện tâm trạng nhớ nhà, nhớ cha mẹ, quê hương mỗi dịp Tết đến và mong muốn có người yêu, kết hôn.'}}",{},1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukbang,"{'MUKBANG': {'món_chính': ['bơ thực vật'], 'đánh_giá': 'trung lập'}}",{},1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1088,,,,,,,,,,,,,,,,,,,,,,,Khác,,,,,,,,,,,,,,,,,,,,,"{'chủ_đề': 'Tình yêu tan vỡ', 'từ_khóa': ['chia tay', 'tan vỡ', 'nỗi buồn', 'tình yêu', 'mất nhau'], 'tóm_tắt': 'Đoạn transcript này thể hiện tâm trạng buồn bã, đau khổ của một người sau khi chia tay người yêu. Người này cảm thấy mất mát và đau khổ vì sự tan vỡ trong tình yêu.'}",{},,,,,,,,,,,,
